tick, healthy cells, infected cells, dead cells, total virus conc., total drug conc., total drug conc. transfer 
0,39985.0,15.0,0.0,0.048057508579509134,5.0,0.0
1,39985.0,15.0,0.0,0.0936296075928523,5.0,0.0
2,39985.0,15.0,0.0,0.13685280337861078,5.0,0.0
3,39985.0,15.0,0.0,0.17784647629047,5.0,0.0
4,39985.0,15.0,0.0,0.21670289136589946,5.0,0.0
5,39985.0,15.0,0.0,0.25356216497922823,5.0,0.0
6,39985.0,15.0,0.0,0.28849379797939734,5.0,0.0
7,39985.0,15.0,0.0,0.32161538804964873,5.0,0.0
8,39985.0,15.0,0.0,0.35305371969291155,5.0,0.0
9,39985.0,15.0,0.0,0.38282245530861975,5.0,0.0
10,39985.0,15.0,0.0,0.41107608062987777,5.0,0.0
11,39985.0,15.0,0.0,0.4378887165364178,5.0,0.0
12,39985.0,15.0,0.0,0.4633046494567208,5.0,0.0
13,39985.0,15.0,0.0,0.48738979717340414,5.0,0.0
14,39985.0,15.0,0.0,0.5102453145716368,5.0,0.0
15,39985.0,15.0,0.0,0.531936096433836,5.0,0.0
16,39985.0,15.0,0.0,0.5525025530705081,5.0,0.0
17,39985.0,15.0,0.0,0.5720150262827759,5.0,0.0
18,39985.0,15.0,0.0,0.590500815979568,5.0,0.0
19,39985.0,15.0,0.0,0.6080383629330616,5.0,0.0
20,39985.0,15.0,0.0,0.624666697663311,5.0,0.0
21,39985.0,15.0,0.0,0.6404574544487934,5.0,0.0
22,39985.0,15.0,0.0,0.6554237862166233,5.0,0.0
23,39985.0,15.0,0.0,0.6696040441865537,5.0,0.0
24,39985.0,15.0,0.0,0.6830735119762763,5.0,0.0
25,39985.0,15.0,0.0,0.6958229228863757,5.0,0.0
26,39985.0,15.0,0.0,0.7079153337255668,5.0,0.0
27,39985.0,15.0,0.0,0.719384475258722,5.0,0.0
28,39985.0,15.0,0.0,0.7302881640066914,5.0,0.0
29,39985.0,15.0,0.0,0.7405841991128755,5.0,0.0
30,39985.0,15.0,0.0,0.7503733220781644,5.0,0.0
31,39985.0,15.0,0.0,0.7596388326381549,5.0,0.0
32,39985.0,15.0,0.0,0.7684378939958949,5.0,0.0
33,39985.0,15.0,0.0,0.776781920145012,5.0,0.0
34,39985.0,15.0,0.0,0.7847028168899947,5.0,0.0
35,39985.0,15.0,0.0,0.7921796008520063,5.0,0.0
36,39985.0,15.0,0.0,0.7992876178390392,5.0,0.0
37,39985.0,15.0,0.0,0.8060254938863947,5.0,0.0
38,39985.0,15.0,0.0,0.8124168904355497,5.0,0.0
39,39985.0,15.0,0.0,0.8185018603794622,5.0,0.0
40,39985.0,15.0,0.0,0.8242539942469418,5.0,0.0
41,39985.0,15.0,0.0,0.8297279825163568,5.0,0.0
42,39985.0,15.0,0.0,0.8349105908907339,5.0,0.0
43,39985.0,15.0,0.0,0.8398192302795016,5.0,0.0
