tick, healthy cells, infected cells, dead cells, total virus conc., total drug conc., total drug conc. transfer 
0,39985.0,15.0,0.0,0.05580000000000001,0.0,1800.0
1,39985.0,15.0,0.0,0.08550043939872318,27.0,1773.0
2,39985.0,15.0,0.0,0.10588806911414185,53.244,1746.405
3,39985.0,15.0,0.0,0.12143993640768,78.747903,1720.208925
4,39985.0,15.0,0.0,0.13408502771001524,103.527314136,1694.405791125
5,39985.0,15.0,0.0,0.14472043629475237,127.597545919107,1668.989704258125
6,39985.0,15.0,0.0,0.1539745896308867,150.97362338603048,1643.954858694253
7,39985.0,15.0,0.0,0.16216747092942344,173.6702891624259,1619.2955358138393
8,39985.0,15.0,0.0,0.16949576590208887,195.70200844052192,1595.0061027766317
9,39985.0,15.0,0.0,0.17616001655083036,217.0829738724446,1571.0810112349823
10,39985.0,15.0,0.0,0.18228909016842793,237.82711038062754,1547.5147960664576
11,39985.0,15.0,0.0,0.18795674582618804,257.9480798866763,1524.3020741254606
12,39985.0,15.0,0.0,0.1932561755837519,277.45928596003137,1501.4375430135788
13,39985.0,15.0,0.0,0.19819278907506885,296.37387838775464,1478.9159798683752
14,39985.0,15.0,0.0,0.2028626678181999,314.70475766673945,1456.7322401703495
15,39985.0,15.0,0.0,0.20728737455436794,332.46457941962706,1434.8812565677943
16,39985.0,15.0,0.0,0.21144588563120387,349.6657587356888,1413.3580377192773
17,39985.0,15.0,0.0,0.2154441758944654,366.320474437914,1392.157667153488
18,39985.0,15.0,0.0,0.21925607835705074,382.44067327752344,1371.2753021461858
19,39985.0,15.0,0.0,0.22293486048771327,398.0380740571084,1350.706172613993
20,39985.0,15.0,0.0,0.2264607719307579,413.1241716835759,1330.445580024783
21,39985.0,15.0,0.0,0.22985547698979236,427.7102411520612,1310.4888963244114
22,39985.0,15.0,0.0,0.23314152029956653,441.8073414619506,1290.8315628795451
23,39985.0,15.0,0.0,0.23630752923167836,455.4263194661384,1271.4690894363519
24,39985.0,15.0,0.0,0.23937115623318628,468.5778136546239,1252.3970530948066
25,39985.0,15.0,0.0,0.24234361174354752,481.2722578735359,1233.6110972983845
26,39985.0,15.0,0.0,0.2452390624409221,493.5198849806557,1215.1069308389087
27,39985.0,15.0,0.0,0.24805658023197022,505.33073043849083,1196.8803268763252
28,39985.0,15.0,0.0,0.2507955134387851,516.7146358459354,1178.9271219731802
29,39985.0,15.0,0.0,0.2534507441342592,527.6812524095359,1161.2432151435826
30,39985.0,15.0,0.0,0.2560604383272698,538.2400443553657,1143.824566916429
31,39985.0,15.0,0.0,0.25860973803611004,548.4002922824924,1126.6671984126824
32,39985.0,15.0,0.0,0.26110971022760526,558.1710964590102,1109.7671904364922
33,39985.0,15.0,0.0,0.2635469165014581,567.5613800615904,1093.1206825799447
34,39985.0,15.0,0.0,0.2659580477882403,576.5798923594889,1076.7238723412456
35,39985.0,15.0,0.0,0.2683196351550323,585.2352118439342,1060.573014256127
36,39985.0,15.0,0.0,0.27063467023415516,593.5357493038049,1044.664419042285
37,39985.0,15.0,0.0,0.27290948471540954,601.4897508484896,1028.9944527566508
38,39985.0,15.0,0.0,0.275140439946268,609.1053008788091,1013.559535965301
39,39985.0,15.0,0.0,0.27735817663342327,616.390325006864,998.3561429258216
40,39985.0,15.0,0.0,0.2795355655371316,623.3525929256622,983.3808007819342
41,39985.0,15.0,0.0,0.28169367172752907,629.9997212293575,968.6300887702052
42,39985.0,15.0,0.0,0.28381500100694756,636.339176184929,954.1006374386521
43,39985.0,15.0,0.0,0.28590225861807245,642.3782764561047,939.7891278770724
44,39985.0,15.0,0.0,0.2879668845708148,648.1241957803314,925.6922909589163
45,39985.0,15.0,0.0,0.2899970294283963,653.5839655995709,911.8069065945325
46,39985.0,15.0,0.0,0.29203381757109076,658.7644776456945,898.1298029956146
47,39985.0,15.0,0.0,0.294023895608013,663.6724864812347,884.6578559506803
48,39985.0,14.0,1.0,0.2959966052248512,668.3146119962389,871.3879881114201
49,39985.0,14.0,1.0,0.29779019030352993,672.6973418619591,858.3171682897488
50,39985.0,14.0,1.0,0.29957225949647653,676.8270339420999,845.4424107654025
51,39985.0,14.0,1.0,0.3013470495519299,680.7099186623336,832.7607746039215
52,39985.0,14.0,1.0,0.3031024179580561,684.3521013387821,820.2693629848627
53,39985.0,14.0,1.0,0.3048448270511941,687.7595644661508,807.9653225400898
54,39985.0,14.0,1.0,0.3065646483996332,690.9381699661922,795.8458427019884
55,39985.0,14.0,1.0,0.3082853901729941,693.8936613971615,783.9081550614586
56,39985.0,14.0,1.0,0.30999324683286406,696.6316661249203,772.1495327355367
57,39985.0,14.0,1.0,0.3116931381811271,699.1576974563294,760.5672897445037
58,39985.0,14.0,1.0,0.31336674960966704,701.4771567355647,749.1587803983361
59,39985.0,14.0,1.0,0.3150469950862003,703.5953354039774,737.9213986923611
60,39985.0,14.0,1.0,0.31670498809005454,705.5174170241112,726.8525777119756
61,39985.0,14.0,1.0,0.318357429116648,707.2484792684774,715.949789046296
62,39985.0,14.0,1.0,0.3199982038369062,708.7934958736815,705.2105422106016
63,39985.0,14.0,1.0,0.3216323083045698,710.1573385604827,694.6323840774426
64,39985.0,14.0,1.0,0.32326661059529943,711.3447789203581,684.2128983162809
65,39985.0,14.0,1.0,0.3248890496498251,712.3604902691376,673.9497048415367
66,39985.0,14.0,1.0,0.3265105881378895,713.2090494682619,663.8404592689136
67,39985.0,14.0,1.0,0.3281333136326106,713.8949387142083,653.8828523798799
68,39985.0,14.0,1.0,0.32974804165410593,714.4225472966217,644.0746095941817
